,2395.TW,2588.HK,2618.TW,2802.T,300999.SZ,9202.T,A17U.SI,ACGBY,ACGL,ADM.L,AFL,AIR.PA,ALE.WA,ANET,AON,ARES,ATEYY,AU,AVB,AVY,BAMI.MI,EQT,HOLN.SW,INDIGO.NS,KMI,MB.MI,PST.MI,SAGA-B.ST,TEMN.SW
2023-01-19,0.0020832805473076643,-0.0054343870745434675,0.0020832805473074423,-0.02050147980374517,-0.0053275099338504495,0.010951676588268233,0.003986127313242216,0.0044613353653464305,0.00016802447560482214,-0.00837581120237152,-0.014512623872526276,-0.013666219556900616,-0.08549814411669843,-0.028196013463906988,0.017758709817355722,-0.0240028310563839,0.00664394422394432,0.013587322001754387,0.0025163061042507984,-0.014406935037761803,-0.011758487186209976,0.010558539264470701,-0.0003544802189696661,0.01960639117652585,0.02350810699713013,-0.011937060084734163,-0.0219127346274105,-0.03421164216748818,-0.030729836398765364
2023-01-20,-0.008428022486151265,0.021930051006592954,-0.008428022486151154,-0.014506896046121986,-0.0046187288686891925,0.009483849264014799,0.004636199764424642,0.009018252806788585,-0.01567229472067444,-0.009381826378880409,0.004213535066585727,0.017105662026327018,-0.02769530320257174,0.031414354186678484,0.01915394313236951,0.03450684011914995,0.019018481957182143,0.013325597694889169,0.008754679892156947,0.02232986263393033,0.010047582887388273,-0.0004271320626642039,0.0031872534321066848,-0.008231666203762367,-0.006877033483449924,0.015260644197999662,0.0031406678453780312,0.018909024432781196,0.0037156241917397637
2023-01-23,-0.0031692173457182893,-0.0038775630103989878,-0.0031692173457184003,0.006810588863048528,-0.004136715041367145,-0.0033213953193668155,-0.0011864879955331142,0.001362677101838905,0.0065430425260804,0.0038744232854570626,0.0027286261591574767,0.002522762696218983,0.03922579196830367,0.030719614243624793,-0.0023339221094005325,0.008652488590774388,0.01208718678966969,-0.006341780410145881,-0.004080870999585984,0.0032317042367755455,0.010471209006822635,0.033700254045260225,0.00443633736965543,0.003199025710201253,0.002271872761437699,0.004592775272004079,0.0048008423003875755,0.02395907232086003,0.02110548379414201
2023-01-24,0.0012409071382353254,0.0010704119321522931,0.0012409071382353254,0.030742872257975007,0.0011949702615354774,0.0035383947843175,-0.0006277463904581504,0.00229738223467435,0.015629242761803663,0.005865770762588651,0.018830726335044456,0.013085039764256123,-0.015760404971194242,0.02312676179068962,-0.003870241828167975,-0.012380057965264313,0.012340801526017797,-0.0240989751736288,0.017241220091012588,-0.009237354604020642,0.012694260760589993,-0.02806591792272628,-0.0001989305117365836,-0.011084135626616032,-0.008942866909730784,0.006234524809577202,0.001869525661786442,0.004340830828578834,-0.010919884489565268
2023-01-25,-0.0006156731873023791,-0.0022065209736862323,-0.0006156731873024901,0.000950731092081103,-0.0018433679416627324,0.00438803417890643,0.027149285273378343,-0.0007428813420075064,0.010007253694897189,0.0037060613703863154,0.0021377847354524526,-0.005298913553970386,-0.011811571496707973,-0.003723872354536306,-0.006208479637233144,-0.0038713728493979804,-0.004193040141405091,-0.005015850743731232,-0.0002815221815138935,-0.02712108086821441,0.004348955487734507,-0.030724202940679124,0.007086519881727815,0.00212522036348739,-0.00828881826477168,0.0059891838337351455,-0.0008293498033873359,-0.0023032123480997146,-0.003747239466441843
2023-01-26,-0.002392827482294968,0.026470988661794648,-0.002392827482294968,0.001326237643828776,-0.001556304386071794,0.001283494083229142,0.00802562654093597,-0.0026551443506197536,-0.0023308351700187524,0.024555706230827035,-0.003336351779594793,0.006658943302304099,0.031182692606579687,0.01856614521037203,0.004375988429497379,0.03422540761797266,-0.025167164316922452,-0.0052043683310076805,-0.0010420590627168158,0.014892644306636393,0.020886348647660924,-0.005166952560049953,0.0036863537684674874,-0.0011224254296344771,0.007098210736236066,0.01272852763015897,0.006432796014361308,-0.004204275034237259,0.01917746152851607
2023-01-27,0.003788643777524303,-0.00015981173347812128,0.003788643777524303,-0.003173358911270685,0.002754783552721074,-0.0025181488928739393,0.007978173427803714,0.004962641884405095,-0.00792464022598538,0.00893014790805613,0.0020742587503710386,-0.03572020059275216,0.0065126013238470115,0.0195021495273493,-0.014340500900297037,0.023629104995503525,-0.012888061203600865,-0.03488824591775164,0.026291055987617717,-0.000916543721576013,0.006736545110336278,-0.002389043565212967,0.019899020505750098,-0.0054877058077631435,0.005455285057451187,0.0036489370533989707,0.007834962143067115,0.01981013984525637,0.029085054808486666
2023-01-30,0.07220306555982137,-0.04400771465488007,0.04917498226813399,-0.011419400457855944,-0.00033488603361730984,0.0034264527348728535,-0.002306079664570304,-0.020948781270368477,-0.004574130016823719,-0.0006035747675824377,-0.0017086533182965047,-0.00943238310643224,-0.014816439512065793,-0.021034572786325367,-0.008978110826713515,-0.024161168311240155,-0.023096814935415377,0.0012554746765953695,-0.027342826579397683,-0.013160795647876644,-0.003717474008321453,-0.027089241228112515,0.00198385381945565,-0.007342376861872668,-0.022025406609233578,0.0036355590900027934,-0.0032731732629531773,-0.03238083562882299,-0.0018709314409642852
2023-01-31,-0.0516357938749753,-0.006877377084596237,-0.019051414499684727,0.015324016540239294,-0.008028306366298033,-0.008243045282028905,-0.007395889351433427,0.001973488386803224,0.01212390316554579,-0.0024388592216636473,0.012800340320820336,-0.005886422676317227,0.009372499684705105,0.024178847743763443,0.011859708760800114,0.028901922407534197,-0.0037811236171853,0.0016963326649175325,0.030683645734919107,0.027119029410834772,0.02661687069997276,0.022740266130233167,-0.001271567150159969,0.022340210643732483,0.020967267598552164,-0.00825103578678088,0.004310295380915319,-0.026735692185312243,-0.004220804724163307
2023-02-01,0.015832130243427,-0.012495355156687205,0.033948963043186176,-0.037189917912184844,0.0016684295088957857,0.0006857133130657722,0.004480353963346673,-0.002258651790892019,-0.008226404171255863,-0.0015815497447303484,-0.00857570750339387,0.010449357884972033,-0.013203650610003947,0.02990931902617966,-0.003415319808230066,0.014411126880965686,0.05812630167231547,0.0010235244385103925,-0.0023489243753689326,0.006053647521010674,0.011630858713656655,-0.03725456968042273,0.012224372899569236,-0.023701139508197855,-0.0017957209230939908,0.01156644704178178,0.003065568907437921,0.029173078164295596,0.003353954992944441
2023-02-02,0.021833863322358704,-0.022365766415677446,-0.017101821060148126,-0.04300028216977381,0.00949899636380147,-0.012696390772742205,0.010331833147889213,-0.015194083316056872,-0.052272316164937105,0.03285045860922753,-0.06781444279663673,0.014822484375249578,0.05260194716166455,0.01362586045948233,0.0026828348460736784,-0.008906386330771676,0.024121538076649518,-0.011834569674676665,0.02753415257837566,-0.02459089402752279,-0.017245530276987386,-0.0019723006859547754,0.01009115314271325,0.005669021102072902,-0.004237129422237751,0.0026079581360798354,0.03810107218749792,0.08838115236716826,0.053004638654698066
2023-02-03,0.03087948930429185,-0.011303052776873268,0.007683169077104424,0.02112053894463628,-0.015671620224282257,0.021622983570537047,0.021903533907387196,-0.006625246714651478,0.0031892048000257134,-0.008262673012908173,0.011808068660271953,-0.005434806079695598,0.016053696978936216,-0.006479743121019843,-0.024450499296633232,0.009411635112233974,-0.026362578717335494,-0.0429738598290067,-0.01847951037877027,-0.03455151149818669,0.0,-0.013637950285226963,-0.009800049817072942,-0.004959394554095553,-0.004594090539219997,0.004401528083516348,-0.010794988987986365,-0.010781670203897531,-0.0037957201309346544
2023-02-06,0.022204389721112383,-0.016575148597673395,0.028866595766934067,-0.008087917559979951,-0.003731897210655699,-0.02403814973340812,-0.008837867201252902,0.0045606484518956325,0.029851647296135653,0.004509487889280628,0.01771965507068307,-0.011782831786329662,-0.018504446150589104,-0.0025186167699592366,0.028175913986984158,0.010046903097829851,-0.018608929968432553,0.015951075197557785,0.006719643178099144,4.136495023776554e-05,0.027297054645661678,-0.02661813786959022,0.001778543931781007,-0.006926002429909595,0.008833290805792648,0.01045829765781825,0.0009921609931786701,-0.05436743890754836,-0.025461076973768537
2023-02-07,-0.013958448367968779,0.014173391520292844,-0.030419995359079244,0.028163068276265246,0.012550383881415828,0.0027270143074400455,-0.012253001200520974,0.010571503075599953,0.02670692565589805,-0.01419367209966238,0.012458144033747676,-0.029721743178239834,-0.01490078443343601,0.047638525582125,0.013663947208222504,0.021741418891685127,0.04125593416157258,0.019121892538698226,0.012285163369077479,0.03564515160359294,0.018979912665697984,0.02994574478477574,0.010622081291790098,-0.01584232022484522,0.013199645596401188,0.002464256996607128,0.0009911775854409832,-0.009791947735584339,0.0635929757967002
2023-02-08,0.004283227121865574,0.014429119169541815,-0.004647695263962914,0.00323522879335969,-0.01662964093110897,0.011444026438817811,-0.004908116007105834,0.0013013096346599085,0.009322755379373993,0.006058558558558413,0.004006924493646258,0.00890476249530936,0.020376959506841708,0.008191341073876979,-0.003852590174969972,-0.006859459109228694,0.000167152014056704,-0.012566611889694657,0.007222172692818329,-0.003749153507807357,-0.020023332008007655,-0.030893386487423347,-0.00038002027805439376,0.006347540632534399,-0.006531898567639138,0.00344150084390904,0.008910788602350062,0.009322589720117902,0.013987703505790483
2023-02-09,-0.012730119382142413,-0.01775683834198416,-0.0007189801082267966,-0.006270893357363416,0.0063362794835972736,0.0035707996004492593,-0.005000567394883637,-0.0044773418012361565,-0.004429510536521741,0.0032197932553805764,-0.015082949139128332,0.0031774230872256837,-0.004841584496600659,-0.0029041061929601097,-0.010296117189703136,-0.028509292920229523,-0.004130559400393197,-0.011252165612681941,-0.010092766725320668,-0.017462997720885887,-0.0011879311705705886,0.01972689035652775,0.007088619134455909,-0.003579821100904268,-0.015923554316330746,0.015188521258134857,0.006869509116596673,0.008113734149182372,0.0033232799500106935
2023-02-10,-0.005117011666588289,0.00920536233022684,-0.02158294341025302,0.0038592410111171205,0.002128039320675068,-0.008341741226363553,-0.011596769346035152,0.005279361505041047,0.009463454979390162,-0.023821993252950868,0.01119507359147165,0.0007037275393857456,-0.058321803062281186,-0.016409242562401616,0.008974068615277275,0.031262132438898416,0.02139964186214205,-0.004009987344409827,0.007074469358863356,0.010250525120831355,-0.012131420598864406,0.046228543357281104,-0.008665150523716303,0.009162943184477967,0.02830000735656224,-0.015443968893764648,-0.0204679227677389,0.0037962209032373906,-0.014239561081068608
2023-02-13,0.048528721398879426,-0.002878302470688765,0.020781306885216733,-0.018328730254053682,0.02420024211415628,-0.01896237250367039,-0.009313385810576946,0.003804095653817896,0.016418910186446922,0.015302119664776015,0.01655097796015559,0.01635313436909791,0.00015641419738599005,0.020866686937246248,0.011737240692780926,-0.004080071793057249,-0.003921389120173258,-0.0016497474063570383,0.005423904984761974,0.021883078911923093,0.0016856141596386376,-0.02521149417894397,0.01074600498410927,0.0007985041007168014,0.0020089588747365106,0.01666663596226914,0.01442786064226742,-0.009286298723368835,-0.008266934525143155
2023-02-14,-0.023041601844490334,-0.0189049788472051,-0.0127118860296348,0.004941660407047799,-0.007208494814103461,0.0029442406419120104,0.008004765248783574,-0.005653776982664782,0.008893349019840624,-0.003162256002731456,-0.02620188544991986,0.0032872009789588486,-0.00011959123549465378,0.033089692175896745,-0.034563938476478206,-0.018826265671574638,-0.011327930730011815,-0.004268020745941015,-0.012869559709323686,-0.012413281718294922,-0.006009618347156742,0.0002955217805704624,0.006536938567481609,-0.013854078423108818,-0.011105677855314244,0.003857348868894439,-0.0004903771808858481,0.016138147814145132,0.00825182230451893
2023-02-15,-0.03269720892317485,0.0031567681083355392,-0.01369370635820577,-0.02270660894100618,-0.007009229777020565,-0.008823946187374032,-0.011830262782181244,0.002082310761315931,0.03130421013673135,0.0005990049849928791,0.006385614915963789,0.02655623711838162,0.0016675923461608733,0.006011530353164707,0.013977990878106583,0.002159676027501556,0.0030059124614596477,-0.06057129710476561,0.01143256372428092,0.013099997362968852,-0.00846433309749861,-0.009368021173874919,0.01567314978670864,-0.019623188763376986,-0.0010760707494651411,-0.015850158015265015,-0.004906715408678042,-0.026349541182724368,-0.00779906442314815
2023-02-16,0.01490812870099023,-0.004982295049325791,0.04449366992382231,-0.00081759117672775,-0.014983287949499657,-0.011025527715952776,0.007131744008351593,-0.0011415684045071872,-0.012945003680615796,-0.005555742180419654,-0.002021165664333191,0.04938699567190952,-0.018604624017832028,0.0010598028529504866,-0.015298132581589075,-0.001793211567797326,-0.007765253240559544,0.0037878258484174143,-0.005630995703932329,-0.01928575326790649,0.017073250725816225,0.039516576435439044,-0.00019683739832176972,-0.04272371657227381,-0.005497421219116672,0.0034161990607313175,0.0088756379651862,-0.016830598309770517,0.004961017115449051
2023-02-17,-0.012517340102238705,0.010141268322706898,-0.009397996623510929,0.007896848550092983,0.014778782827005177,0.0010872828993979677,0.007559541729949215,0.004756942706150236,0.017714775023371487,0.005770405376314791,0.01055530308107544,0.005762798687175996,-0.004283370736719139,-0.017463692333695935,0.0071234248106182285,0.002355285245769556,0.000780552137839674,0.0027157265872590486,0.0023065968093709532,0.009548135848685302,0.008872778959934546,-0.0066102275380923725,0.001198709394516273,-0.0030139807941679253,-0.012982205413591186,-0.0024317884731118733,-0.0004885923174348106,-0.010389196569464909,-0.016339708133179642
2023-02-20,0.03713436258291036,0.000852334034598945,0.03899796380379672,0.021692173775119672,0.024984176066047414,0.008155148827275749,0.008806391447966355,-0.004590593966647849,-0.004590593966647849,0.0021367219606351906,-0.004590593966647738,-0.022441614145974342,1.3564531811560698e-05,-0.00459059396664796,-0.004590593966647738,-0.004590593966647849,-0.004590593966647849,-0.004590593966647738,-0.00459059396664796,-0.004590593966647849,-0.024720605597456147,-0.004590593966647849,0.014495862806358284,-0.0034656982227363464,-0.004590593966647738,-0.012676643095391182,-0.003423104211814687,0.029950834388147607,-0.0057887174095682115
2023-02-21,-0.03818809722254968,-0.01841007084097812,-0.05567277277526694,-0.006591773136843004,0.0005657329116459664,-0.015806341705675853,-0.004466409829125606,0.004377431058096626,-0.002900055792847689,-0.010084238972905335,-0.016954331413640333,-0.00016280019390801925,-0.039898955044429196,-0.02585432718292091,-0.017095643246867853,-0.030255294517107956,-0.014426386629405208,-0.013694240169712657,-0.018101808472118952,-0.0182584129419906,-0.012917368966640419,-0.02500656736057494,-0.0005814447324062888,-0.014947618100351834,-0.020514928830313917,-0.0009877807978163622,-0.010794988987986365,-0.029272369003846554,0.0560373414503017
2023-02-22,0.0017667064429396362,-0.03880778614681868,-0.014858198728434413,-0.0063694348919599575,0.02648271382931089,-0.00557074027726101,-0.012902397972864077,0.0030227062632155466,0.007663329195544799,-0.0011355162273171127,0.0052613919514423735,-0.00032565340425338984,0.011214728836360655,0.006943184272938607,0.0025038146499642977,0.005736217671025834,0.007718877532228552,-0.06913323047486652,0.005980917524725626,0.02118901413498997,-0.01925939782399988,0.05256531295548594,-0.006245742767921003,-0.009364545041564143,0.00014671999681992176,-0.01216014330426618,-0.0170634078501396,-0.005311655875434473,-0.001444898693893304
2023-02-23,0.01021854766585073,-0.007882469260622638,0.006368633536211199,-0.0005581914596705095,-0.00886596843760723,-0.0005581914596705095,0.00021054109060281156,0.0014942540614990563,0.009130803524490583,-0.0003981446923713161,-0.0026428634339875634,0.013520102106992171,0.029047338822355995,0.014724568319642861,0.0013549407659938506,0.016778445313286428,0.028987229744794174,0.013903095788992514,0.009735162159127508,-0.0012641810404165899,0.024169242448951023,0.018627122007535357,0.0009201442244830549,0.023023009561917274,0.011899677366178585,0.002301871000308209,0.007064917494483236,0.01278940317469135,-0.008883146334990766
2023-02-24,-0.0014647476133087256,0.041318874476587775,-0.001890754712167264,0.01359179972398894,-0.020623906093047206,0.006548639154744906,0.015205175059186837,-0.005966759643470487,0.015955354059786986,-0.0052685204880792424,0.012770881443051607,-0.02009000596300825,-0.009021512556425026,-0.00526292918260729,-0.0006287761032260919,-0.0177027995786867,0.04800791319965425,-0.013268476318197941,-0.011631525466680559,0.003854550749242236,-0.018682380093944073,0.07359623414072702,-0.011070938171319322,-0.0041989307121534925,0.002053658311157225,-0.018472340824273847,-0.01222676086224006,-0.02121058443649637,-0.02690606409856655
2023-02-27,0.025026230520175163,-0.020519526403791843,0.025026230520175163,-0.03027558734011504,-0.010373297827036887,-0.0013957710644928456,-0.011200372107214474,0.0049814495941242765,0.002095123044906,0.012451629162546274,-0.0034496595997186574,0.01394130507677871,0.01505213167516728,0.019768398311204916,0.0002597717237260433,0.0012662426342640032,0.0013899456860930748,-0.005041407680884236,-0.008556297710891725,0.002728922444488191,0.023046191750268452,-0.033088493946544006,0.018678967100577815,-0.0065153972598333,-0.003078021546983334,0.02034590180819973,0.014204605155407002,0.016355161581003808,0.0028969599408172897
2023-02-28,-0.03526080923481523,-0.01679887049657225,-0.03526080923481523,-0.009788502166381385,0.006190742530144844,-0.015529902178632926,-0.004750593824228044,-0.014117813607837815,0.00522361171124186,-0.003455253646850176,-0.007286631558718337,0.0030734424149734263,0.009603485625472086,-0.0010797109694355989,-0.001325727013944622,-0.0001692285007695027,-0.009248476037314823,-0.007907474539416648,-0.010251814189652708,-0.0002495702203988426,0.010039080881931062,-0.01649569243537541,0.0016360232510204131,0.005529283269974705,-0.023296468219342836,0.006979075667008727,0.0204081476036444,0.007700346953881665,-0.011794428216952313
2023-03-01,7.529294116181973e-06,0.02541035664000235,-0.007436330071377006,0.09617579835489765,0.014976309377078945,0.004826959315658019,0.00347005556583313,0.007736521302931232,0.007688964337137616,-0.0336988696905447,-0.006521335408289808,-0.013707488289099401,-0.01824072201680471,-0.007087091230481568,-0.013733225839139274,-0.004850957141153356,0.017760104059998394,0.022552279999878966,-0.030914478203892592,-0.01192096011510213,0.0002424669757705722,-0.002489327250245754,-0.00876658786598361,-0.010922065118734059,0.005568043819496715,-0.01267331552429718,-0.015196172335166236,-0.03407629885174568,0.005339240829997927
2023-03-02,-0.02448383587264491,-0.0002777607131992932,0.005361165441274629,-0.008996822489894973,-0.002355304189359142,0.002422706890832238,0.007827661563464927,0.02471979324031981,0.006455697188550991,-0.0009831898223692237,-0.000832836167745099,0.004741659815043819,-0.019651662130603098,-0.006946940692711623,0.0077165857736305465,0.012815346005144557,0.010554893842683155,0.017441532522200154,0.016313533290924775,0.009952333448025819,-0.013814853246473469,0.009264372333793958,0.018527475282821504,0.011557826790043135,0.01912314814153082,-0.001203346358131463,-0.00049780895329532,0.003640789260193733,0.006906513383751589
2023-03-03,0.030059479191888006,0.010214289839603152,0.00453537247989555,0.02523461925067938,-0.00034347473070084344,0.0030559689989846373,-0.006378738234128378,-0.004309595173131009,0.0046943176804175035,-0.015769152623756666,0.012071241023092538,0.010252296042703612,0.02871566687132132,0.029048626145587564,0.006605772090879203,0.02318502004818601,0.008759924584358814,0.01810396787613633,0.01666158668902007,0.008741950933457865,0.010813429621664872,0.02870650965284316,0.008458239374133925,0.013494884779240657,0.00992953023305665,0.011044149630442979,0.008964150819005035,0.02034046585704785,0.022668415511183593
2023-03-06,-0.012450677064217652,-0.013972492138391579,-0.0030690223199738575,-0.0015198827266321713,-0.0013062453861748535,0.011245117304472974,-0.009135059291378256,0.007205201814602269,0.002681817827370425,-0.010118623072753241,-0.006117083245232635,-0.002094090984538499,0.0037881748133588022,0.010554675119271772,0.0012197902641157832,0.00440559194958956,-0.0012124551259617977,-0.022695225227821747,0.008751914136480243,-0.019010574107414913,0.02309765004782638,-0.04355000286340249,0.0017815878642470917,-0.007620145642182163,-0.004606336152468082,0.006454765707943011,0.01826264938504263,0.005176665343514353,0.005009837898791947
2023-03-07,0.012396041111557121,-0.0026396035839673093,-0.0058328156104374695,-0.014893292690619786,-0.02567445738490426,0.0003253368970657089,0.001316292667144614,0.0004465435265852413,-0.011666182393735625,-0.005703873897875966,-0.018755107092931378,0.000968507437021815,-0.015566786297523172,0.0002487469283147803,-0.01407404876768692,-0.018710559303911856,-0.01913024907661076,-0.024875112821216572,-0.02435125727178722,-0.0161706167004807,-0.010694059462326266,-0.0017815283638068502,-0.003226007773470818,-0.0013522417991693736,-0.01707784336052487,-0.005919965727891885,-0.006301483817607201,-0.02272109297880409,0.004060597728442028
2023-03-08,-0.00872697109781817,0.006148706244107904,0.008027004290199535,-0.008560697274828333,0.0027944079976311986,0.007788814267315702,-0.011994557175051379,0.006874768755910754,0.0014070828836090232,-0.04185037388756496,-0.00279701469832494,-0.000322565504202732,0.004696941667536647,0.05052678241205344,0.008730416282854536,0.023421351130593404,0.03802474772859732,0.013176221734643612,0.028852901890943805,0.013712226366550562,0.013932323746899788,-0.012868827763575008,0.007225178731101511,0.03479363487869169,0.009631100865065134,0.006451561939778028,-0.0029267957856706772,-0.019750405549147643,0.0025426343772023685
2023-03-09,-4.613477366266494e-05,-0.02163643122900072,0.015854170512534127,0.04129136990262894,-0.01727294574703664,0.01481062785450038,-0.008048142478015885,-0.014264128369674278,-0.02800282750219274,-0.007337228276420138,-0.020194884020537263,0.004194199760178208,-0.010911637012288256,0.0008304423537286443,-0.014173605941832146,-0.04115938767393146,-0.002418122576847259,-0.0038052956360008494,-0.016498438480194055,-0.0186845191706686,-0.01918988503226171,-0.026328633989685435,-0.007759480766618032,-0.020544536593763874,-0.011236626460090826,-0.01331357205584438,-0.0068493437117896905,-0.03567968869906568,0.005061165529543832
2023-03-10,-0.011772437694250515,0.011144727223977968,-0.042469693576918544,-0.0014432919216393891,-0.009590284021004258,-0.02953541108205049,-0.008563986087630426,-0.0075443617535939644,-0.028829315974825076,-0.04496694184462868,-0.015477397585988872,-0.02313247436337662,-0.023981199895527494,-0.017710833787453972,-0.01152202861541396,-0.07062699614670376,0.010454715420623373,0.04070933651158026,-0.034801590336221766,-0.027292054277654576,-0.029709935301838408,-0.032607651801257576,-0.007255714305978045,0.008505912324581866,-0.024544487538885384,-0.027886183784013086,-0.015960624406377022,-0.015903856632998536,-0.020579554298024938
